name,ingredients
Чечевица с овощами,"{'Вода': '1,5 л', 'Перец красный жгучий': '0,5 ч. л.', 'Зелень': '1,5 ч. л.', 'Масло подсолнечное': '9 ст. л.', 'Коренья': '1,5 ст. л.', 'Ассорти овощное': '400 г', 'Капуста цветная': '200 г', 'Брокколи': '200 г', 'Кабачок': '250 г', 'Лук репчатый': '100 г', 'Морковь': '150 г', 'Чечевица': '500 г', 'Куркума': '0,5 ч. л.'}"
Кокосовая булочка с лимонным ароматом,"{'Мука пшеничная': '1 кг', 'Молоко': '1 стак.', 'Масло сливочное': '200 г', 'Сахар': '1 стак.', 'Ваниль': '03 ч. л.', 'Соль': '1 щепот.', 'Лимон': '03 ломт.', 'Дрожжи': '12 г', 'Стружка кокосовая': '1 стак.', 'Яйцо куриное': '3 шт'}"
Лимонно-ореховый кекс,"{'Яйцо куриное': '2 шт', 'Сметана': '0,5 стак.', 'Сахар тростниковый': '3 ст. л.', 'Масло сливочное': '50 г', 'Лимон': '0,5 шт', 'Мука пшеничная': '2 стак.', 'Разрыхлитель теста': '1 ч. л.', 'Орехи грецкие': '2 ст. л.', 'Шоколад молочный': '1 ст. л.'}"
Тертый пирог на майонезе с повидлом,"{'Мука пшеничная': '250 г', 'Соль': '2 ч. л.', 'Масло сливочное': '100 г', 'Сахар': '100 г', 'Майонез': '50 г', 'Яйцо куриное': '1 шт', 'Повидло': '200 г'}"
Йогуртовое мороженое,"{'Йогурт': '250 г', 'Сливки': '250 г', 'Сахар': '130 г', 'Ликер': '1 ст. л.'}"
"Пирожное ""Мини микс""","{'Вафли': '100 г', 'Молоко сгущенное': '1 бан.', 'Масло сливочное': '50 г', 'Ванильный сахар': '1 пакет.', 'Стружка кокосовая': '3 ст. л.', 'Шоколад молочный': '70 г'}"
Кейк-попсы на Пасху,"{'Яйцо куриное': '5 шт', 'Сахар': '150 г', 'Разрыхлитель теста': '2 ч. л.', 'Мука пшеничная': '180 г', 'Молоко сгущенное': '70 г', 'Шоколад белый': '100 г', 'Масло растительное': '0.5 ст. л.', 'Краситель пищевой': '1 капл.', 'Посыпка кондитерская': '1 пакет.'}"
Дрожжевые кукурузные оладьи с изюмом,"{'Мука кукурузная': '1 стак.', 'Мука пшеничная': '1,5 стак.', 'Дрожжи': '1 ч. л.', 'Яйцо куриное': '2 шт', 'Сахар': '5 ст. л.', 'Соль': '1 ч. л.', 'Кефир': '300 мл', 'Масло сливочное': '25 г', 'Ванильный сахар': '1 ч. л.', 'Изюм': '100 г'}"
Салат с курицей и маринованными грибами,"{'Филе куриное': '1 шт', 'Морковь': '1 шт', 'Лук репчатый': '1 шт', 'Яйцо куриное': '5 шт', 'Грибы': '250 г', 'Майонез': '250 г', 'Чеснок': '1 зуб.', 'Масло растительное': '50 мл'}"
Кекс с сыром и колбасой,"{'Яйцо куриное': '4 шт', 'Мука пшеничная': '400 г', 'Соль': '1 ч. л.', 'Молоко': '200 мл', 'Разрыхлитель теста': '1 пакет.', 'Маргарин': '200 г', 'Колбаса': '150 г', 'Фасоль': '200 г', 'Сыр твердый': '200 г', 'Лук репчатый': '1 шт'}"
"Салат с квашеной капустой ""Осенний листопад""","{'Капуста квашеная': '500 г', 'Сыр полутвердый': '300 г', 'Яйцо перепелиное': '10 шт', 'Лук красный': '1 шт', 'Масло подсолнечное': '2 ст. л.'}"
"Соус ""Шатобриан""","{'Масло сливочное': '1 ст. л.', 'Мука пшеничная': '30 г', 'Бульон': '350 мл', 'Лук репчатый': '2 шт', 'Чеснок': '1 зуб.', 'Шампиньоны': '50 г', 'Эстрагон': '3 шт', 'Вино белое сухое': '200 мл', 'Соль': 'по вкусу'}"
"Треска в маринаде ""Неженка""","{'Треска': '500 г', 'Рассол': '1 стак.', 'Морковь': '1 шт', 'Лук репчатый': '2 шт', 'Яблоко': '1 шт', 'Соус': '125 г', 'Масло растительное': '3 ст. л.'}"
Тушеная морковь с луком-бальзамик,"{'Морковь': '600 г', 'Лук репчатый': '300 г', 'Чеснок': '3 зуб.', 'Уксус': '2 ст. л.', 'Масло растительное': '2 ст. л.', 'Масло сливочное': '20 г', 'Тимьян': '1 веточ.', 'Соль': 'по вкусу', 'Смесь перцев': 'по вкусу', 'Вода': '1 стак.', 'Зелень': '1 веточ.', 'Сахар': '1 ст. л.'}"
Соленая красная рыба за 40 минут,"{'Горбуша': 'по вкусу', 'Соль': 'по вкусу', 'Масло растительное': 'по вкусу'}"
Чесночный багет,"{'Мука пшеничная': '400 г', 'Вода': '100 мл', 'Молоко': '100 мл', 'Масло сливочное': '25 г', 'Дрожжи': '1 ч. л.', 'Чеснок': '2 зуб.', 'Сахар': '0,5 ч. л.', 'Соль': '1 ч. л.'}"
Рис в микроволновке,"{'Рис': '1 стак.', 'Масло сливочное': '50 г', 'Чеснок': '2 зуб.', 'Вода': '1.5 стак.', 'Соль': '1 ч. л.'}"
Огуречный салат с чукой и рисом,"{'Рис': '1 пакет.', 'Водоросли': '75 г', 'Огурец': '4 шт', 'Соевый соус': '2 ст. л.', 'Зелень': 'по вкусу', 'Кунжут': '2 ст. л.'}"
Курица в сливочно-луковом соусе,"{'Голень куриная': '1,2 кг', 'Лук репчатый': '300 г', 'Молоко': '250 мл', 'Мука пшеничная': '1 ст. л.', 'Специи': 'по вкусу', 'Масло растительное': 'по вкусу'}"
Борщ на сыворотке,"{'Капуста белокочанная': '50 г', 'Морковь': '1 шт', 'Свекла': '1 шт', 'Перец болгарский': '2 шт', 'Картофель': '3 шт', 'Зелень': 'по вкусу', 'Сыворотка': '1 л', 'Соевый соус': '50 мл', 'Мед': '2 ст. л.', 'Масло растительное': '2 ст. л.', 'Лук репчатый': '2 шт', 'Чеснок': '4 зуб.', 'Перец черный': 'по вкусу', 'Специи': 'по вкусу'}"
Печенье с шоколадом,"{'Мука пшеничная': '125 г', 'Сахар': '50 г', 'Масло сливочное': '50 г', 'Разрыхлитель теста': '1 ч. л.', 'Соль': '1 щепот.', 'Сливки': '50 г', 'Яйцо куриное': '1 шт', 'Шоколад темный': '50 г'}"
"Торт ""Гормон счастья""","{'Мука пшеничная': '300 г', 'Желток яичный': '8 шт', 'Белок яичный': '8 шт', 'Разрыхлитель теста': '2 ч. л.', 'Сода': '0.4 ч. л.', 'Соль': '0.4 ч. л.', 'Сахар': '375 г', 'Кофе растворимый': '1 ст. л.', 'Шоколад молочный': '4 ст. л.', 'Вода': '175 мл', 'Масло растительное': '125 мл', 'Масло сливочное': '100 г', 'Молоко': '250 г', 'Стружка кокосовая': '50 г', 'Орехи грецкие': '70 г', 'Сливки': '250 г', 'Сахарная пудра': '2 ст. л.', 'Шоколад темный': '100 г'}"
"Крем на сгущенке ""По-бразильски""-2","{'Молоко сгущенное': '1 бан.', 'Молоко': '1 бан.', 'Желток яичный': '1 шт', 'Крахмал': '2 ст. л.'}"
"Симит ""Турецкий""","{'Мука пшеничная': '500 г', 'Масло растительное': '150 мл', 'Дрожжи': '5 г', 'Сахар': '2 ст. л.', 'Соль': '1 ч. л.', 'Вода': '250 мл', 'Кунжут': '100 г', 'Бекмес': '2 ст. л.'}"
Шпикачи молочные,"{'Грудинка': '400 г', 'Свинина': '600 г', 'Шпиг': '150 г', 'Молоко': '180 г', 'Жир': '50 г', 'Соль': '9 г', 'Соль нитритная': '9 г', 'Перец черный': '1 г', 'Орех мускатный': '0.5 г', 'Кислота аскорбиновая': '0.5 г', 'Фосфат пищевой': '3 г', 'Сахар': '1 г'}"
Хлеб из овсяных хлопьев с кукурузной мукой,"{'Дрожжи': '1.5 ч. л.', 'Мука пшеничная': '225 г', 'Мука кукурузная': '40 г', 'Хлопья овсяные': '4 ст. л.', 'Соль': '1.5 ч. л.', 'Сахар коричневый': '1.5 ст. л.', 'Масло кукурузное': '2 ст. л.', 'Вода': '210 мл', 'Уксус': '1 ч. л.', 'Куркума': '0.5 ч. л.'}"
Паровые булочки маньтоу,"{'Мука пшеничная': '300 г', 'Вода': '150 мл', 'Сахар': '15 г', 'Дрожжи': '3 г'}"
Лосось с тахини и кунжутом,"{'Лосось': '375 г', 'Кунжут': '20 г', 'Паста кунжутная': '2 ст. л.', 'Масло кунжутное': '2 ст. л.', 'Уксус': '1 ст. л.', 'Соль': 'по вкусу'}"
Творожные лепешки с брынзой без яиц,"{'Творог': '200 г', 'Брынза': '100 г', 'Специи': 'по вкусу', 'Масло растительное': '20 мл', 'Кефир': '150 мл', 'Хлопья овсяные': '50 г', 'Мука пшеничная': '150 г', 'Разрыхлитель теста': '0.5 ч. л.', 'Соль': 'по вкусу'}"
Картофель с фаршем и плавленым сырком,"{'Картофель': '1,5 кг', 'Фарш мясной': '600 г', 'Лук репчатый': '1 шт', 'Морковь': '1 шт', 'Перец болгарский': '2 шт', 'Сырок плавленый': '2 шт', 'Молоко': '650 мл'}"
Овощное ассорти-гриль,"{'Маринад': '3 ст. л.', 'Масло оливковое': '3 ст. л.', 'Кукуруза': '4 шт', 'Кабачок': '2 шт', 'Помидоры черри': 'по вкусу', 'Перец сладкий желтый': '2 шт', 'Лук красный': '1 шт', 'Соль': 'по вкусу'}"
Говядина гриль со спагетти,"{'Говядина': '300 г', 'Спагетти': '400 г', 'Чеснок': '3 зуб.', 'Соевый соус': '2 ст. л.', 'Арахис': '100 г', 'Масло растительное': '30 мл', 'Имбирь': '3 ч. л.', 'Перец чили': '3 шт', 'Петрушка': 'по вкусу', 'Мята': 'по вкусу', 'Соль': 'по вкусу'}"
"Чернослив ""Праздничный""","{'Чернослив': '500 г', 'Миндаль': '100 г', 'Изюм': '100 г', 'Шоколад молочный': '50 г', 'Сметана': '300 мл', 'Сахар': '2 ст. л.', 'Ром': '2 ст. л.'}"
"Слоеный салат-торт ""Сибирь""","{'Свекла': '1 шт', 'Морковь': '2 шт', 'Огурец': '3 шт', 'Лук репчатый': '1 шт', 'Грибы': '100 г', 'Яблоко': '1 шт', 'Сметана': '100 г'}"
"Заготовка ""Огнедышащий дракон""","{'Перец красный жгучий': '700 г', 'Хрен': '800 г', 'Соль': '1 ст. л.'}"
Сельдь в вишневой заливке,"{'Сельдь': '2 шт', 'Лук репчатый': '1 шт', 'Сок': '150 мл', 'Вода': '1 ст. л.', 'Сахар': '1 ст. л.'}"
"Рулетики мясные ""Семейный ужин""","{'Фарш мясной': '600 г', 'Творог': '80 г', 'Сырок плавленый': '100 г', 'Помидор': '2 шт', 'Петрушка': 'по вкусу', 'Яйцо куриное': '1 шт', 'Лук репчатый': 'по вкусу', 'Масло растительное': '1 ст. л.', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Сыр твердый': '100 г'}"
Рулет из брокколи с малосольной форелью,"{'Форель': '200 г', 'Яйцо куриное': '3 шт', 'Рис': '150 г', 'Сметана': '100 г', 'Брынза': '150 г', 'Брокколи': '300 г', 'Чеснок': '2 зуб.', 'Соль': '0,5 ч. л.'}"
Мульти-овсяное печенье,"{'Хлопья овсяные': '1 стак.', 'Сухофрукты': '1 горст.', 'Орехи': '1 горст.', 'Банан': '2 шт', 'Масло оливковое': '2 ст. л.', 'Сода': '0,5 ч. л.', 'Мед': '1 ст. л.', 'Корица': '1 ч. л.'}"
"Торт чечевичный ""По-мужски""","{'Чечевица': '1 стак.', 'Горох': '1 стак.', 'Нут': '1 стак.', 'Лук репчатый': '3 шт', 'Морковь': '2 шт', 'Тыква': '100 г', 'Перец болгарский': '2 шт', 'Помело': '100 г', 'Помидор': '1 шт', 'Чеснок': '4 шт', 'Соль': '3 ч. л.', 'Кинза': '100 г'}"
"Бутерброды ""Ассорти"" на хлебцах","{'Хлебцы': '2 пач.', 'Сыр творожный': '150 г', 'Огурец маринованный': '50 г', 'Сыр твердый': '60 г', 'Колбаски': '40 г', 'Огурец': '0,5 шт', 'Перец болгарский': '0,5 шт', 'Шампиньоны': '30 г', 'Редис': '4 шт', 'Зелень': '20 г', 'Фета': '20 г'}"
"Торт ""Наполеон"" мягкий","{'Масло сливочное': '250 г', 'Мука пшеничная': '100 г', 'Сметана': '250 мл', 'Яйцо куриное': '2 шт', 'Молоко': '1.3 л', 'Сахар': '360 г', 'Ванильный сахар': '1 ст. л.', 'Желток яичный': '7 шт'}"
Корзиночки с гуакамоле и красной рыбой,"{'Семга': '200 г', 'Тесто песочное': '7 шт', 'Картофель': '1 шт', 'Соус': '200 г', 'Кунжут': 'по вкусу'}"
"Перевернутый пирог ""Янтарная черемуха""","{'Мука черемуховая': '50 г', 'Мука пшеничная': '130 г', 'Яйцо куриное': '6 шт', 'Яблоко': '2 шт', 'Разрыхлитель теста': '8 г', 'Сахар': '130 г'}"
"Салат ""Зеленая поляна""","{'Помидор': '2 шт', 'Брынза': '150 г', 'Листья салата': '1 пуч.', 'Зелень': '1 пуч.', 'Соевый соус': '1 ст. л.', 'Горчица': '1 ч. л.', 'Масло оливковое': '2 ст. л.', 'Сметана': '2 ст. л.', 'Бальзамик': '2 ч. л.'}"
Ореховый торт с медово-ореховой карамелью,"{'Мука пшеничная': '1 стак.', 'Масло сливочное': '70 г', 'Яйцо куриное': '4 шт', 'Сахар': '80 г', 'Разрыхлитель теста': '2 ч. л.', 'Орехи грецкие': '1,5 стак.', 'Сметана': '2 ст. л.', 'Мед': '2 ст. л.', 'Орехи': '0,5 стак.'}"
Молочный коктейль по ГОСТу,"{'Мороженое': '50 г', 'Молоко': '300 г', 'Сироп фруктовый': '50 г'}"
Сало вяленое,"{'Сало': '700 г', 'Соль': '200 г', 'Водка': '100 мл', 'Паприка сладкая': '1 ст. л.', 'Орех мускатный': '1 ст. л.', 'Перец черный': '1 ст. л.'}"
Рулетики с мармеладом,"{'Мука пшеничная': '4 стак.', 'Масло сливочное': '200 г', 'Сметана': '200 г', 'Яйцо куриное': '1 шт', 'Соль': '0.5 ч. л.', 'Сода гашеная уксусом': '0.5 ч. л.', 'Мармелад': '1 упак.'}"
Ролл с тигровой креветкой,"{'Рис': '1 кг', 'Вода': '1.050 л', 'Уксус': '1 л', 'Сахар': '250 г', 'Соль': '15 г', 'Лимон': '0,5 шт', 'Имбирь': '1 кг', 'Васаби': '100 г', 'Нори': '5 шт', 'Лосось': '250 г', 'Майонез': '100 г', 'Соевый соус': '320 г', 'Икра рыбная': '30 г', 'Креветки': '50 шт', 'Перец кайен': '5 г', 'Масло растительное': '10 г', 'Огурец': '100 г', 'Сыр мягкий': '30 г', 'Лист лавровый': '5 шт', 'Перец душистый': '1 ч. л.', 'Укроп': '1 пуч.'}"
Блины с припеком с сыром и укропом,"{'Мука пшеничная': '320 г', 'Молоко': '500 мл', 'Яйцо куриное': '4 шт', 'Разрыхлитель теста': '2 ч. л.', 'Крахмал кукурузный': '2 ст. л.', 'Сыр полутвердый': '300 г', 'Укроп': '1 пуч.', 'Масло растительное': '4 ст. л.', 'Масло сливочное': '100 г', 'Соль': '2 ч. л.', 'Сахар': '1 ст. л.'}"
Слоёные розы,"{'Тесто слоеное бездрожжевое': '500 г', 'Сахар коричневый': '3 ст. л.', 'Сахарная пудра': '2 ст. л.'}"
"Салат ""Кукурузный початок""","{'Кукуруза': '1 бан.', 'Сыр твердый': '100 г', 'Оливки зеленые': '150 г', 'Яйцо куриное': '3 шт', 'Майонез': '2 ст. л.', 'Чеснок': '1 зуб.', 'Лук зеленый': '1 пуч.', 'Соль': 'по вкусу'}"
Канапе с креветками и чесночным соусом,"{'Креветки': '100 г', 'Перец болгарский': '70 г', 'Сок лимонный': '1 ст. л.', 'Соль': 'по вкусу', 'Хлеб': '5 ломт.', 'Огурец': '50 г', 'Листья салата': '2...3 шт', 'Майонез': '3 ст. л.', 'Чеснок': '1 зуб.', 'Горчица': '2 ч. л.', 'Укроп': '2 ч. л.', 'Соевый соус': '2 ч. л.'}"
Осетинские пироги с картофелем,"{'Кефир': '1.5 стак.', 'Мука пшеничная': '3 стак.', 'Соль': '1 ч. л.', 'Дрожжи': '15 г', 'Картофель': '5 шт', 'Сыр сулугуни': '100 г', 'Масло сливочное': '50 г', 'Масло растительное': '2 ст. л.'}"
Творожная запеканка по-пармски,"{'Творог': '500 г', 'Крупа манная': '4 ст. л.', 'Лимон': '0,5 шт', 'Кофе растворимый': '2 ч. л.', 'Сахар': '4 ст. л.', 'Яйцо куриное': '3 шт', 'Сметана': '100 г'}"
"Торт ""Развалюха""","{'Яйцо куриное': '6 шт', 'Сахар': '2 стак.', 'Мука пшеничная': '2,5 стак.', 'Сметана': '400 г', 'Сода гашеная уксусом': '1 ч. л.', 'Молоко': '200 мл'}"
"Горячий завтрак ""5 злаков""","{'Хлопья злаковые': '12 ст. л.', 'Молоко': '150 мл', 'Творог': '200 г', 'Сахар': '50 г', 'Сахар коричневый': '6 ч. л.', 'Сметана': '1 ст. л.', 'Персик': '2 шт', 'Масло сливочное': '80 г', 'Мак': '1 ст. л.'}"
Сырные кексы с семечками,"{'Крупа кукурузная': '100 г', 'Мука пшеничная': '100 г', 'Сыр твердый': '50 г', 'Семечки подсолнуха': '3 ст. л.', 'Паприка сладкая': '2 ч. л.', 'Молоко': '100 мл', 'Яйцо куриное': '2 шт', 'Масло сливочное': '50 г', 'Соль': 'по вкусу'}"
Вкусная путассу в микроволновке,"{'Путассу': '2 шт', 'Соль': '2 ч. л.', 'Зелень': '1\\2 пуч.', 'Перец болгарский': '1 шт', 'Грейпфрут': '1 дол.', 'Масло оливковое': '1 ч. л.'}"
"Курица с овощами ""Восточные напевы""","{'Молоко': '1 л', 'Закваска': '1 пакет.', 'Курица': '1 шт', 'Йогурт': '300 мл', 'Чеснок': '2 зуб.', 'Карри': '1 ч. л.', 'Куркума': '1 ч. л.', 'Паприка сладкая': '1 ч. л.', 'Кориандр': '0.5 ч. л.', 'Имбирь': '0.5 ч. л.', 'Шафран': '1 щепот.', 'Перец красный жгучий': '1 щепот.', 'Перец черный': '1 щепот.', 'Соль': '1 щепот.', 'Перец болгарский': '2 шт', 'Лук репчатый': '2 шт', 'Масло растительное': '2 ст. л.', 'Бульон': '200 мл'}"
Голени в горшочке,"{'Голень куриная': '6 шт', 'Лук репчатый': '1 шт', 'Картофель': '14 шт', 'Помидор': '2 шт', 'Соль': '2 ч. л.'}"
Фаршированные перцы на углях,"{'Перец болгарский': '2 шт', 'Филе куриное': '300 г', 'Масло оливковое': '2 ст. л.', 'Горчица': '1 ст. л.', 'Помидоры черри': '8 шт', 'Соль': '0.25 ч. л.'}"
Тыквенный хлеб,"{'Тыква': '600 г', 'Розмарин': '1 веточ.', 'Мука пшеничная': '400 г', 'Вода': '40 мл', 'Дрожжи': '7 г', 'Пюре овощное': '330 г', 'Закваска': '80 г', 'Соль': '10 г', 'Масло оливковое': '2 ст. л.'}"
Канапе с фетаксой и помидорами,"{'Сыр мягкий': '100 г', 'Помидор': '3 шт', 'Масло оливковое': '2 ст. л.', 'Хлеб': '6 ломт.', 'Оливки зеленые': '10 шт'}"
Низкоуглеводный безглютеновый морковный торт,"{'Мука миндальная': '360 г', 'Мука кокосовая': '2 ст. л.', 'Масло сливочное': '2 ст. л.', 'Яйцо куриное': '4 шт', 'Стевия': '70 г', 'Молоко миндальное': '2 ст. л.', 'Ванильная эссенция': '1 ч. л.', 'Порошок пекарский': '1 ст. л.', 'Корица': '1,5 ч. л.', 'Гвоздика': '0,25 ч. л.', 'Морковь': '120 г', 'Сыр сливочный': '120 г', 'Взбитые сливки': '1 ст. л.', 'Орехи пекан': '60 г'}"
"Цыплята на луковой лепёшке ""Мсахан""","{'Курица': '1 шт', 'Лук репчатый': '800 г', 'Соль': 'по вкусу', 'Лист лавровый': '2 шт', 'Перец черный': '6 шт', 'Зира': '1 ч. л.', 'Сумах': '2 ч. л.', 'Сахар': '1 ч. л.', 'Перец красный жгучий': 'по вкусу', 'Кунжут': '2 ч. л.', 'Тесто дрожжевое': '400 г', 'Масло оливковое': '6 ст. л.', 'Орехи': '1 горст.'}"
Пельменные рулетики на сковороде,"{'Мука пшеничная': '450 г', 'Яйцо куриное': '1 шт', 'Молоко': '80 мл', 'Вода': '80 мл', 'Масло растительное': '1 ст. л.', 'Соль': '2 щепот.', 'Уксус': '1 ст. л.', 'Фарш мясной': '500 г', 'Лук репчатый': '1 шт', 'Морковь': '1 шт', 'Соевый соус': '2 ст. л.', 'Чеснок': '2 зуб.'}"
"Сырники ""Трио""","{'Творог': '200 г', 'Рикотта': '200 г', 'Сырок творожный': '2 шт', 'Яйцо куриное': '1 шт', 'Крупа манная': '2 ст. л.', 'Цедра лимона': '1 ч. л.', 'Изюм': '1 ст. л.', 'Сахар': 'по вкусу', 'Соль': '1 щепот.'}"
"Тарталетки с курицей и апельсином ""Наслаждение""","{'Филе куриное': '1 шт', 'Апельсин': '1 шт', 'Сыр твердый': '90 г', 'Майонез': 'по вкусу', 'Перец черный': 'по вкусу', 'Тарталетка': '10 шт'}"
Макарон с малиновым ганашем,"{'Мука миндальная': '110 г', 'Сахарная пудра': '225 г', 'Белок яичный': '125 г', 'Сахар': '50 г', 'Краситель пищевой': '1 ч. л.', 'Малина': '200 г', 'Шоколад белый': '200 г', 'Сливки': '30 мл'}"
Лепешки с овощами-гриль и моцареллой,"{'Кабачок': '1 шт', 'Помидор': '3 шт', 'Перец болгарский': '1 шт', 'Пита': '3 шт', 'Моцарелла': '140 г', 'Майонез': '3 ст. л.', 'Зелень': '0,5 пуч.', 'Чеснок': '1 зуб.', 'Масло растительное': '2 ст. л.', 'Специи': '1 ст. л.', 'Горчица': '1 ч. л.'}"
Джем из шиповника с мякотью,"{'Шиповник': '1000 г', 'Сахар': '1200 г', 'Вода': '3 стак.'}"
Рисовые палочки,"{'Рис': '150 г', 'Вода': '400 мл', 'Хлопья картофельные': '40 г', 'Специи': 'по вкусу', 'Паприка сладкая': '1 ч. л.', 'Порошок чесночный': '1 ч. л.', 'Крупа манная': '1 ст. л.', 'Сухари панировочные': '5 ст. л.', 'Масло растительное': '4 ст. л.'}"
Ореховая начинка для блинов,"{'Блин': '12 шт', 'Молоко': '125 мл', 'Масло сливочное': '50 г', 'Сахар': '100 г', 'Орехи грецкие': '300 г', 'Изюм': '150 г', 'Ром': '1 ч. л.', 'Цедра апельсина': '1 шт', 'Шоколад темный': '100 г'}"
Салат из моркови с чесноком и орехами,"{'Морковь': '2 шт', 'Масло подсолнечное': '2 ст. л.', 'Чеснок': '1 зуб.', 'Сок лимонный': '2 ст. л.', 'Орехи грецкие': '5 шт', 'Соль': 'по вкусу'}"
Рулька по-немецки,"{'Рулька': '1 шт', 'Пиво темное': '500 мл', 'Капуста квашеная': '800 г', 'Грудинка': '200 г', 'Колбаски': '200 г', 'Морковь': '1 шт', 'Лук репчатый': '4 шт', 'Чеснок': '2 зуб.', 'Вода': '1 стак.'}"
Рисово-льняной хлеб,"{'Мука рисовая': '400 г', 'Мука льняная': '50 г', 'Молоко': '300 мл', 'Сахар': '1 ч. л.', 'Соль': '1 ч. л.', 'Яйцо куриное': '4 шт', 'Масло растительное': '3 ст. л.', 'Семечки подсолнуха': 'по вкусу', 'Дрожжи': '3,5 г', 'Разрыхлитель теста': '1 ч. л.'}"
"Морской суп ""Как в Египте""","{'Пангасиус': '3 шт', 'Вода': '2 л', 'Лук репчатый': '1 шт', 'Чеснок': '3 зуб.', 'Масло сливочное': '1 ч. л.', 'Креветки': '500 г', 'Кальмар': '4 шт', 'Осьминог': '250 г', 'Сливки': '500 мл', 'Соль': 'по вкусу', 'Перец черный': 'по вкусу', 'Укроп': 'по вкусу', 'Лист лавровый': '4 шт'}"
Бананы с медом,"{'Крахмал кукурузный': '2 ст. л.', 'Порошок пекарский': '1 ч. л.', 'Вода': '150 мл', 'Масло кунжутное': '1 ч. л.', 'Мука пшеничная': '3 ст. л.', 'Белок яичный': '1 шт', 'Банан': '4 шт', 'Лимон': '1 шт', 'Мед': '5 ст. л.', 'Кунжут': '2 ст. л.', 'Масло подсолнечное': '500 мл'}"
Яблочный пирог с инжиром и орехами,"{'Масло сливочное': '130 г', 'Ванильный сахар': '1 пакет.', 'Сахар': '160 г', 'Соль': '1 щепот.', 'Мука пшеничная': '120 г', 'Яйцо куриное': '3 шт', 'Разрыхлитель теста': '1 пакет.', 'Йогурт': '150 г', 'Инжир': '100 г', 'Коньяк': '25 мл', 'Яблоко': '1 шт', 'Орехи': '200 г', 'Сахарная пудра': '1 ст. л.'}"
"Котлеты бризоль на хлебцах ""Щедрые""","{'Фарш мясной': '500 г', 'Лук репчатый': '1 шт', 'Яйцо куриное': '3 шт', 'Молоко': '100 мл', 'Хлебцы': '2 упак.', 'Мука пшеничная': '100 г', 'Соль': 'по вкусу', 'Перец черный': '0.5 ч. л.'}"
"Фаршированные перцы ""Изумительные""","{'Перец болгарский': '3 кг', 'Фарш мясной': '2 кг', 'Соль': '1 ч. л.', 'Сахар': '3 ст. л.', 'Уксус': '2 ст. л.', 'Томатная паста': '160 мл', 'Соевый соус': '125 мл', 'Масло растительное': 'по вкусу', 'Рис': '1 стак.'}"
Свиная корейка с луком в казане,"{'Сало': '300 г', 'Лук репчатый': '700 г', 'Чеснок': '10 зуб.', 'Корейка': '1500 г', 'Соль': '1 ч. л.', 'Перец черный': '1 ч. л.'}"
"Шарики ""Новогодние"" вермишелево-колбасные","{'Колбаса': '250 г', 'Вермишель': '200 мл', 'Моцарелла': '100 г', 'Яйцо куриное': '1 шт', 'Масло растительное': '3 ст. л.', 'Сухари панировочные': '5 ст. л.'}"
Пикантные спагетти с вялеными помидорами,"{'Спагетти': '180 г', 'Томаты вяленые': '70 г', 'Лук репчатый': '1 шт', 'Чеснок': '1 зуб.', 'Масло оливковое': '3 ст. л.', 'Перец чили': '0,5 шт', 'Петрушка': '1 горст.', 'Соль': '1 горст.'}"
Эстонский кекс на белках,"{'Белок яичный': '6 шт', 'Сахар': '250 г', 'Мука пшеничная': '160 г', 'Крахмал': '1 ст. л.', 'Разрыхлитель теста': '1 ч. л.', 'Масло сливочное': '100 г', 'Изюм': '1 горст.', 'Коньяк': '50 мл'}"
Желе-смузи клубничное,"{'Желатин': '1 ст. л.', 'Вода': '100 г', 'Клубника': '100 г', 'Сахар': '50 г'}"
Горшочек с печенью и грибами,"{'Печень индюшиная': '600 г', 'Картофель': '800 г', 'Лук репчатый': '200 г', 'Морковь': '200 г', 'Шампиньоны': '400 г', 'Сметана': '200 мл', 'Вода': '500 мл'}"
Кекс с киви из цельнозерновой муки,"{'Масло сливочное': '200 г', 'Сахар': '1 стак.', 'Яйцо куриное': '2 шт', 'Сметана': '2 ст. л.', 'Сода': '0,5 ч. л.', 'Мука цельнозерновая': '2 стак.', 'Киви': '1 шт', 'Сок лимонный': '1 ч. л.'}"
Быстрое куриное филе,"{'Филе куриное': '500 г', 'Масло оливковое': '1 ст. л.', 'Чеснок': '2 зуб.', 'Мед': '30 г', 'Паприка сладкая': 'по вкусу', 'Сок лимонный': '2 ст. л.', 'Соль': 'по вкусу', 'Перец черный': '3 щепот.', 'Петрушка': '1 ст. л.', 'Лимон': 'по вкусу'}"
Творожная запеканка с черникой,"{'Яйцо куриное': '5 шт', 'Сахар': '150 г', 'Творог': '750 г', 'Ванильный сахар': '1 пакет.', 'Молоко': '250 мл', 'Черника': '50 г', 'Смесь порошковая': '1 пакет.'}"
"Куриные сердечки ""Восточные""","{'Сердечки куриные': '400 г', 'Соевый соус': '1 ст. л.', 'Соус': '2 ст. л.', 'Бальзамик': '1 ст. л.', 'Сахар': '1 ст. л.', 'Перец черный': 'по вкусу', 'Рис': '0,5 стак.', 'Вода': '280 мл', 'Уксус': '30 мл', 'Сахарная пудра': '1 ч. л.', 'Редис': '6 шт', 'Огурец': '0,3 шт', 'Кинза': 'по вкусу', 'Лук зеленый': 'по вкусу', 'Нори': 'по вкусу', 'Масло оливковое': '2 ст. л.', 'Чеснок': '2 зуб.', 'Соль': '1 щепот.'}"
